system   D            wsystem.c:583  maybe_parent_dir                 [   0.00094] Also searching C:\Users\Konrad\Documents\KCK\Github\KCK__sroda_10_gr3\KCK\
display  D   display_settings.c:191  debug_display_settings           [   0.57248] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57250] Score is : 712
display  D   display_settings.c:191  debug_display_settings           [   0.57251] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.57253] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   0.57254] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.57256] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   0.57257] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57264] Score is : 726
display  D   display_settings.c:191  debug_display_settings           [   0.57266] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57268] Score is : 721
display  D   display_settings.c:191  debug_display_settings           [   0.57269] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57271] Score is : 717
display  D   display_settings.c:191  debug_display_settings           [   0.57272] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57274] Score is : 715
display  D   display_settings.c:191  debug_display_settings           [   0.57275] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57277] Score is : 714
display  D   display_settings.c:191  debug_display_settings           [   0.57278] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57280] Score is : 713
display  D   display_settings.c:191  debug_display_settings           [   0.57281] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57283] Score is : 712
display  D   display_settings.c:191  debug_display_settings           [   0.57284] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.57286] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   0.57288] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.57290] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   0.57291] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57293] Score is : 726
display  D   display_settings.c:191  debug_display_settings           [   0.57294] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57296] Score is : 721
display  D   display_settings.c:191  debug_display_settings           [   0.57297] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57299] Score is : 717
display  D   display_settings.c:191  debug_display_settings           [   0.57300] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57302] Score is : 715
display  D   display_settings.c:191  debug_display_settings           [   0.57303] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57305] Score is : 714
display  D   display_settings.c:191  debug_display_settings           [   0.57306] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57308] Score is : 713
display  D   display_settings.c:191  debug_display_settings           [   0.57309] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57311] Score is : 712
display  D   display_settings.c:191  debug_display_settings           [   0.57312] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.57314] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   0.57315] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.57317] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   0.57318] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57320] Score is : 726
display  D   display_settings.c:191  debug_display_settings           [   0.57321] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57323] Score is : 721
display  D   display_settings.c:191  debug_display_settings           [   0.57324] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57326] Score is : 717
display  D   display_settings.c:191  debug_display_settings           [   0.57327] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57329] Score is : 715
display  D   display_settings.c:191  debug_display_settings           [   0.57330] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57332] Score is : 714
display  D   display_settings.c:191  debug_display_settings           [   0.57333] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57335] Score is : 713
display  D   display_settings.c:191  debug_display_settings           [   0.57336] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57338] Score is : 712
display  D   display_settings.c:191  debug_display_settings           [   0.57339] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.57341] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   0.57342] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.57344] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   0.57346] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57347] Score is : 726
display  D   display_settings.c:191  debug_display_settings           [   0.57349] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57350] Score is : 721
display  D   display_settings.c:191  debug_display_settings           [   0.57352] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57353] Score is : 717
display  D   display_settings.c:191  debug_display_settings           [   0.57355] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57356] Score is : 715
display  D   display_settings.c:191  debug_display_settings           [   0.57357] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57359] Score is : 714
display  D   display_settings.c:191  debug_display_settings           [   0.57361] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57362] Score is : 713
display  D   display_settings.c:191  debug_display_settings           [   0.57364] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57365] Score is : 712
display  D   display_settings.c:191  debug_display_settings           [   0.57367] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.57368] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   0.57370] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.57371] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   0.57373] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57374] Score is : 726
display  D   display_settings.c:191  debug_display_settings           [   0.57376] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57377] Score is : 721
display  D   display_settings.c:191  debug_display_settings           [   0.57379] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57380] Score is : 717
display  D   display_settings.c:191  debug_display_settings           [   0.57382] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57383] Score is : 715
display  D   display_settings.c:191  debug_display_settings           [   0.57385] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57386] Score is : 714
display  D   display_settings.c:191  debug_display_settings           [   0.57387] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57389] Score is : 713
display  D   display_settings.c:191  debug_display_settings           [   0.57390] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57392] Score is : 712
display  D   display_settings.c:191  debug_display_settings           [   0.57393] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.57395] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   0.57396] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.57398] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   0.57399] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57401] Score is : 726
display  D   display_settings.c:191  debug_display_settings           [   0.57402] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57404] Score is : 721
display  D   display_settings.c:191  debug_display_settings           [   0.57406] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57409] Score is : 717
display  D   display_settings.c:191  debug_display_settings           [   0.57411] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57412] Score is : 715
display  D   display_settings.c:191  debug_display_settings           [   0.57414] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57419] Score is : 714
display  D   display_settings.c:191  debug_display_settings           [   0.57421] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57422] Score is : 713
display  D   display_settings.c:191  debug_display_settings           [   0.57424] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57425] Score is : 712
display  D   display_settings.c:191  debug_display_settings           [   0.57427] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.57428] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   0.57430] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.57431] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   0.57433] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57434] Score is : 726
display  D   display_settings.c:191  debug_display_settings           [   0.57435] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57437] Score is : 721
display  D   display_settings.c:191  debug_display_settings           [   0.57438] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57440] Score is : 717
display  D   display_settings.c:191  debug_display_settings           [   0.57441] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57443] Score is : 715
display  D   display_settings.c:191  debug_display_settings           [   0.57444] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57447] Score is : 714
display  D   display_settings.c:191  debug_display_settings           [   0.57448] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57450] Score is : 713
display  D   display_settings.c:191  debug_display_settings           [   0.57451] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57453] Score is : 712
display  D   display_settings.c:191  debug_display_settings           [   0.57454] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.57456] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57457] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.57459] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57460] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57462] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57463] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57465] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57466] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57468] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57469] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57471] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57472] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57474] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57475] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57477] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57478] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57480] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57482] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.57483] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57485] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.57486] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57488] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57489] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57491] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57492] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57494] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57495] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57497] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57498] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57500] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57501] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57503] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57504] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57506] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57507] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57509] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.57510] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57512] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.57514] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57515] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57517] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57518] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57520] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57521] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57523] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57524] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57526] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57527] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57529] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57531] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57533] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57534] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57536] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57537] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.57539] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57540] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.57542] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57543] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57545] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57547] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57549] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57550] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57552] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57554] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57555] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57556] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57558] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57559] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57561] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57563] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57565] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57566] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.57568] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57569] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.57571] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57572] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57574] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57575] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57577] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57578] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57580] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57581] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57583] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57584] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57586] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57587] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57589] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57590] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57592] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57593] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.57595] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57596] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.57598] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57599] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57601] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57602] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57604] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57605] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57611] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57612] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57614] Single Buffer requirement not met.
